file name HJD fitMean fitMeanErr fitDepth fitDepthErr fitWidth fitWidthErr fitCont fitContErr fitResidual fitEQW fitIntegral fitIntegralErr centroid EQW halfmax FWHM LHM RHM EMAX FWEM LEM REM skewness skewErr kurtosis kurtErr
d10018 RUPsc 2459128.82372869 4381.392119 0.013454 -0.454152 0.017628 0.131103 0.004058 1.060120 0.004434 0.001419 0.141895 0.140783 0.006989 4381.383281 0.068377 0.803119 0.289561 0.472095 0.527905 0.960624 0.473737 0.485022 0.514978 -0.068697 0.002354 -0.427172 0.018119
d10019 RUPsc 2459128.83609312 4381.421259 0.015789 -0.448877 0.020991 0.137750 0.004959 1.065349 0.005271 0.001833 0.144305 0.145484 0.008585 4381.414469 0.065314 0.790541 0.278083 0.444079 0.555921 0.958108 0.462320 0.502812 0.497188 -0.113088 0.010132 -0.417297 0.013038
d10021 RUPsc 2459128.85327511 4381.436147 0.016063 -0.437549 0.019879 0.135066 0.004717 1.065146 0.005455 0.001981 0.142867 0.139077 0.007969 4381.453082 0.063918 0.802943 0.297075 0.573348 0.426652 0.960589 0.482904 0.517141 0.482859 -0.006743 0.012883 -0.327413 0.021365
d10022 RUPsc 2459128.86571486 4381.459528 0.016350 -0.469680 0.023046 0.136810 0.004936 1.067043 0.005853 0.002636 0.147980 0.150948 0.009193 4381.426421 0.068104 0.821087 0.317155 0.382088 0.617912 0.964217 0.502895 0.468087 0.531913 -0.227705 0.017390 -0.454610 0.038566
d10023 RUPsc 2459128.87808305 4381.459573 0.031545 -0.392216 0.037837 0.157512 0.011521 1.083459 0.010123 0.008089 0.161085 0.142928 0.017304 4381.493174 0.059600 0.783425 0.269202 0.553358 0.446642 0.956685 0.462544 0.519930 0.480070 -0.182065 0.021478 -0.151953 0.031824
d10024 RUPsc 2459128.89039795 4381.501907 0.078493 -0.504883 0.129514 0.184302 0.037143 1.105719 0.036946 0.091890 0.214044 0.210943 0.068814 4381.477620 0.085573 0.803344 0.340570 0.414156 0.585844 0.960669 0.533912 0.490945 0.509055 0.081142 0.019299 0.346849 0.016964
d10026 RUPsc 2459128.90731998 4381.517324 0.022890 -0.472352 0.032582 0.137752 0.007488 1.070783 0.008790 0.004992 0.156980 0.152319 0.013377 4381.517847 0.075253 0.790254 0.313408 0.463637 0.536363 0.958051 0.484848 0.512112 0.487888 -0.204683 0.011655 -0.532369 0.016700
d10027 BAD -9999.0 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000 -9999.000000
d10028 RUPsc 2459128.93202967 4381.568306 0.026019 -0.494466 0.036274 0.136687 0.007183 1.088893 0.008717 0.007731 0.166285 0.155585 0.014040 4381.570598 0.073514 0.801502 0.286951 0.490139 0.509861 0.960300 0.455280 0.493142 0.506858 -0.017883 0.019636 0.086304 0.022780
d10029 RUPsc 2459128.94441852 4381.586207 0.018570 -0.528157 0.030553 0.122471 0.005808 1.061647 0.006656 0.003803 0.154469 0.152723 0.011424 4381.585569 0.082932 0.770401 0.261605 0.496058 0.503942 0.954080 0.425182 0.512643 0.487357 -0.003026 0.013631 0.078454 0.057359
d20011 RUPsc 2459129.6419371 4381.445413 0.035057 -0.384054 0.038603 0.132672 0.010480 1.062583 0.010980 0.007522 0.126432 0.120199 0.015366 4381.504440 0.050384 0.826113 0.296742 0.579307 0.420693 0.965223 0.447883 0.539732 0.460268 -0.175366 0.025536 -0.399655 0.022103
d20012 RUPsc 2459129.65414382 4381.834367 0.052141 -3.096129 7.103033 1.807573 2.311587 3.845863 7.117592 0.035278 0.221700 3.647632 9.580586 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d20013 RUPsc 2459129.6663502 4381.274796 0.184532 0.659103 0.362783 0.056335 0.026932 0.942981 0.050279 0.321466 -0.220313 -0.098699 -0.071957 4381.270051 -0.224948 2.136437 0.282597 0.457153 0.542847 1.227287 0.282597 0.457153 0.542847 -0.569024 0.018037 -0.660454 0.044982
d20014 RUPsc 2459129.6785567 4381.527135 0.022338 -0.481289 0.029042 0.125757 0.005219 1.065180 0.006762 0.003122 0.154579 0.142431 0.010431 4381.541734 0.080977 0.803511 0.311147 0.477137 0.522863 0.960702 0.461848 0.540868 0.459132 -0.007490 0.014860 -0.313880 0.020905
d20016 RUPsc 2459129.69849967 4381.527942 0.023492 -0.424056 0.031275 0.155556 0.008696 1.076707 0.009370 0.004809 0.157249 0.153569 0.014212 4381.572108 0.060825 0.776883 0.293285 0.529671 0.470329 0.955377 0.479135 0.513769 0.486231 -0.151656 0.014704 -0.481919 0.018037
d20017 RUPsc 2459129.71070616 4381.559081 0.024646 -0.445413 0.032354 0.127176 0.007393 1.054306 0.007634 0.003399 0.147601 0.134677 0.012530 4381.567371 0.080006 0.790714 0.260743 0.401780 0.598220 0.958143 0.467111 0.479521 0.520479 -0.305273 0.012010 -0.257573 0.014500
d20018 RUPsc 2459129.72291266 4381.549860 0.050852 -0.349483 0.055177 0.150696 0.018423 1.088714 0.015994 0.012510 0.149256 0.121256 0.024213 4381.593455 0.045692 0.801045 0.280104 0.525460 0.474540 0.960209 0.436831 0.520560 0.479440 -0.603446 0.039330 0.704755 0.054554
d20019 RUPsc 2459129.73511938 4381.610488 0.015088 -0.504103 0.022184 0.140928 0.004884 1.061959 0.006815 0.002354 0.167342 0.167687 0.009393 4381.603876 0.089856 0.792246 0.317937 0.511249 0.488751 0.958449 0.499977 0.527669 0.472331 0.032933 0.036480 -0.043643 0.035873
d20021 RUPsc 2459129.75371097 4381.614150 0.018540 -0.481442 0.028786 0.138011 0.005862 1.072862 0.007623 0.004452 0.166641 0.155240 0.011386 4381.615799 0.081686 0.787342 0.291484 0.439861 0.560139 0.957468 0.492854 0.455055 0.544945 -0.258711 0.023647 -0.248528 0.013823
d20024 RUPsc 2459129.79033041 4381.518733 0.065699 -0.306810 0.060600 0.101673 0.017884 1.018955 0.013782 0.011187 0.076648 0.076738 0.020296 4381.487798 0.031393 0.889027 0.311329 0.386418 0.613582 0.977805 0.539245 0.400695 0.599305 -0.024765 0.015010 -0.197771 0.018345
d20026 RUPsc 2459129.81356219 4381.554051 0.012754 -0.354039 0.014316 0.173895 0.005357 1.066061 0.004298 0.000675 0.143235 0.144760 0.007359 4381.531874 0.049697 0.857037 0.354567 0.382339 0.617661 0.971407 0.565959 0.443662 0.556338 -0.219718 0.015146 -0.182843 0.028557
d20027 RUPsc 2459129.82576883 4381.482153 0.029285 -0.284965 0.025945 0.165015 0.012107 1.069076 0.007248 0.002737 0.119592 0.110255 0.012892 4381.477036 0.024205 0.887668 0.370057 0.365841 0.634159 0.977534 0.532629 0.478008 0.521992 -0.501382 0.010630 -0.222853 0.024775
d20028 RUPsc 2459129.83797526 4381.392916 0.022887 -0.273645 0.019773 0.228190 0.013897 1.059886 0.007123 0.001739 0.152525 0.147678 0.013955 4381.361204 0.043831 0.888661 0.423130 0.315573 0.684427 0.977732 0.754152 0.471731 0.528269 -0.503038 0.008231 -0.054138 0.016631
d20029 RUPsc 2459129.85018179 4381.371708 0.019246 -0.299716 0.017688 0.202541 0.009264 1.053111 0.006274 0.001139 0.141411 0.144490 0.010788 4381.380926 0.049808 0.876368 0.389502 0.566959 0.433041 0.975274 0.661220 0.533753 0.466247 0.191701 0.009067 -0.167913 0.022998
d20031 RUPsc 2459129.86773815 4381.304746 0.024683 -0.323521 0.024188 0.199717 0.011888 1.077530 0.008636 0.007126 0.147280 0.150307 0.014364 4381.281948 0.030256 0.887221 0.413878 0.476099 0.523901 0.977444 0.611792 0.514037 0.485963 0.151899 0.017818 0.076913 0.055053
d20032 RUPsc 2459129.87994471 4381.247242 0.089925 -0.381774 0.106402 0.203999 0.043189 1.120473 0.035746 0.041121 0.179967 0.174230 0.060980 4380.954589 0.017372 0.979097 0.646419 0.052921 0.947079 0.995819 0.653633 0.053366 0.946634 -0.201044 0.019847 0.018871 0.024790
d20033 RUPsc 2459129.89215131 4381.258194 0.021955 -0.340838 0.022745 0.176889 0.008917 1.070557 0.007600 0.006315 0.135677 0.141165 0.011806 4381.252587 0.035153 0.871432 0.374177 0.509348 0.490652 0.974286 0.581865 0.515422 0.484578 0.103973 0.015751 -0.114646 0.007162
d20034 RUPsc 2459129.90435769 4381.264755 0.026091 -0.358434 0.029006 0.157518 0.009173 1.067866 0.008960 0.008089 0.129089 0.132529 0.013213 4381.260802 0.037796 0.858820 0.314198 0.546200 0.453800 0.971764 0.487356 0.460997 0.539003 0.161536 0.022243 0.017178 0.024799
d20036 RUPsc 2459129.92042646 4381.273284 0.038101 -0.402565 0.045723 0.152790 0.013206 1.076839 0.013687 0.008695 0.141039 0.143176 0.020435 4381.264517 0.045977 0.828159 0.268189 0.473782 0.526218 0.965632 0.478638 0.495826 0.504174 -0.130887 0.027983 0.137519 0.044239
d20037 RUPsc 2459129.93263283 4381.284251 0.022642 -0.424941 0.029695 0.135115 0.007670 1.068774 0.008143 0.008065 0.132559 0.134659 0.012124 4381.296834 0.050472 0.816842 0.277660 0.540663 0.459337 0.963368 0.437528 0.515546 0.484454 0.054177 0.009643 -0.240907 0.038045
d20038 RUPsc 2459129.94483972 4381.280616 0.060565 -0.373570 0.071614 0.197628 0.030422 1.102420 0.024337 0.038130 0.178474 0.167866 0.041271 4381.334493 0.042032 0.842070 0.294529 0.597422 0.402578 0.968414 0.526985 0.534691 0.465309 -0.146391 0.018951 0.440182 0.057274
d20039 RUPsc 2459129.95704625 4381.337156 0.020316 -0.469987 0.028080 0.144625 0.006557 1.077966 0.007483 0.009176 0.150677 0.158058 0.011854 4381.338261 0.058245 0.818386 0.290243 0.549962 0.450038 0.963677 0.485133 0.521250 0.478750 0.210847 0.024926 -0.149001 0.028473
d20040 RUPsc 2459129.96939146 4381.745651 nan -13.744586 nan 4.788385 nan 14.592507 nan 0.049456 0.112658 11.305263 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d30009 RUPsc 2459130.64028516 4381.309420 0.040232 -0.264450 0.030277 0.228492 0.021360 1.072186 0.011376 0.007789 0.144168 0.141265 0.020880 4381.422789 0.019803 0.919704 0.507912 0.733683 0.266317 0.983941 0.626034 0.734852 0.265148 0.453587 0.024577 -0.055644 0.031259
d30010 RUPsc 2459130.65249164 4381.279282 0.032032 -0.311309 0.031138 0.238709 0.019555 1.093689 0.012707 0.009881 0.170339 0.170316 0.022020 4381.312841 0.015286 0.887764 0.412506 0.642998 0.357002 0.977553 0.652775 0.531277 0.468723 0.159462 0.027291 0.306593 0.024440
d30011 RUPsc 2459130.66469809 4381.249271 0.035422 -0.292616 0.032973 0.203050 0.016821 1.072382 0.012093 0.009021 0.137147 0.138881 0.019424 4381.278772 0.022261 0.921698 0.489971 0.534302 0.465698 0.984340 0.574118 0.516681 0.483319 0.100002 0.003519 0.367048 0.043364
d30012 RUPsc 2459130.67690456 4381.243678 0.030845 -0.321993 0.032406 0.171936 0.012603 1.065342 0.009989 0.006038 0.126846 0.130261 0.016218 4381.287737 0.032874 0.888774 0.389347 0.606211 0.393789 0.977755 0.531996 0.593862 0.406138 0.331415 0.023137 -0.084112 0.052444
d30014 RUPsc 2459130.69785877 4381.250145 0.031398 -0.322828 0.032238 0.166678 0.012617 1.066571 0.009432 0.005015 0.124185 0.126459 0.015847 4381.248204 0.028932 0.878492 0.334006 0.499891 0.500109 0.975698 0.555739 0.453815 0.546185 -0.153683 0.013275 -0.217973 0.022315
d30015 RUPsc 2459130.71256863 4381.258302 0.029101 -0.318150 0.030231 0.143691 0.010967 1.068637 0.008782 0.006320 0.113212 0.107231 0.013069 4381.306774 0.027469 0.858792 0.306815 0.614803 0.385197 0.971758 0.445792 0.568220 0.431780 0.080065 0.015440 -0.385069 0.015053
d30016 RUPsc 2459130.72572549 4381.281119 0.026825 -0.345918 0.029324 0.163366 0.011028 1.076924 0.009350 0.007110 0.132821 0.131534 0.014254 4381.292374 0.034347 0.830468 0.262237 0.473928 0.526072 0.966094 0.459300 0.492862 0.507138 -0.287213 0.025863 0.120812 0.039688
d30017 RUPsc 2459130.73928094 4381.319201 0.022648 -0.418068 0.027481 0.135152 0.007600 1.066617 0.007937 0.007476 0.134333 0.132785 0.011487 4381.306382 0.053834 0.828069 0.289062 0.458700 0.541300 0.965614 0.462224 0.476327 0.523673 -0.246575 0.019699 -0.075295 0.025134
d30019 RUPsc 2459130.73928096 4381.660788 nan -2.140749 nan 1.618052 nan 2.949903 nan 0.023328 0.268846 2.943340 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d30020 RUPsc 2459130.76824627 4381.349526 0.078101 -0.324573 0.077926 0.153762 0.029948 1.068228 0.021994 0.041123 0.116001 0.117108 0.036205 4381.130971 0.023518 0.987367 0.541588 0.053671 0.946329 0.997473 0.548353 0.053009 0.946991 -0.485386 0.024968 0.293357 0.043385
d30021 RUPsc 2459130.78122592 4381.408714 0.053501 -0.435595 0.067583 0.153858 0.017871 1.077520 0.018877 0.015160 0.159198 0.155908 0.030216 4381.405186 0.065017 0.828811 0.311223 0.495332 0.504668 0.965762 0.534112 0.537174 0.462826 -0.046621 0.013126 -0.171621 0.021504
d30022 RUPsc 2459130.79425149 4381.414823 0.021087 -0.409642 0.026873 0.129672 0.006679 1.056689 0.006984 0.002894 0.137639 0.126007 0.010509 4381.454011 0.066061 0.811506 0.290927 0.536543 0.463457 0.962301 0.485632 0.542603 0.457397 -0.057444 0.015803 -0.585605 0.023761
d30024 RUPsc 2459130.81058526 4381.461662 0.018441 -0.393715 0.022613 0.142350 0.006634 1.058328 0.006545 0.002175 0.136160 0.132742 0.009818 4381.442789 0.059328 0.829586 0.339124 0.455431 0.544569 0.965917 0.464382 0.460567 0.539433 -0.142479 0.015600 -0.526895 0.029955
d30025 RUPsc 2459130.82338734 4381.461015 0.020305 -0.452829 0.029095 0.141397 0.007171 1.062798 0.007725 0.003748 0.145393 0.151013 0.012361 4381.501578 0.065959 0.801914 0.322586 0.535154 0.464846 0.960383 0.504065 0.525328 0.474672 -0.038767 0.017517 -0.648610 0.023853
d30026 RUPsc 2459130.83630117 4381.507301 0.023990 -0.415849 0.027576 0.131907 0.007013 1.052398 0.006918 0.003519 0.142566 0.130651 0.011105 4381.483578 0.073991 0.808815 0.313607 0.403420 0.596580 0.961763 0.444022 0.448416 0.551584 -0.354467 0.011587 -0.109667 0.037540
d30027 RUPsc 2459130.84899856 4381.488060 0.034414 -0.390553 0.042624 0.135837 0.012418 1.070296 0.012077 0.009094 0.151777 0.124247 0.017689 4381.547514 0.070009 0.797716 0.319081 0.512527 0.487473 0.959543 0.490179 0.578046 0.421954 -0.204827 0.020776 -0.432909 0.040193
d30029 RUPsc 2459130.86505357 4381.539338 0.019555 -0.475465 0.028669 0.146705 0.007248 1.079046 0.008170 0.003643 0.159823 0.162037 0.012632 4381.573310 0.067326 0.787096 0.298377 0.501679 0.498321 0.957419 0.527674 0.565747 0.434253 -0.166873 0.013756 -0.614333 0.009752
d30030 RUPsc 2459130.87786209 4381.538467 0.031175 -0.418328 0.039170 0.121852 0.009687 1.049280 0.009330 0.008219 0.150233 0.121772 0.014957 4381.577891 0.087497 0.785434 0.326854 0.515678 0.484322 0.957087 0.488269 0.520844 0.479156 -0.153961 0.010351 -0.609418 0.014478
d30031 RUPsc 2459130.8907636 4381.570522 0.021259 -0.416309 0.028772 0.159779 0.008410 1.081810 0.008678 0.005308 0.170833 0.154125 0.013390 4381.575629 0.071458 0.810663 0.294057 0.397603 0.602397 0.962133 0.498732 0.513194 0.486806 -0.453328 0.022424 -0.034306 0.043353
d30032 RUPsc 2459130.90375034 4381.600383 0.015121 -0.477184 0.022024 0.157250 0.005723 1.078001 0.006770 0.001968 0.174973 0.174481 0.010255 4381.608205 0.078903 0.804762 0.342647 0.487906 0.512094 0.960952 0.528017 0.522691 0.477309 -0.188720 0.014317 -0.163969 0.031896
d30034 RUPsc 2459130.91988698 4381.627630 0.023445 -0.455386 0.027483 0.157997 0.006791 1.076314 0.007731 0.002509 0.164594 0.167563 0.012415 4381.602884 0.069046 0.830987 0.376329 0.435800 0.564200 0.966197 0.482559 0.454407 0.545593 -0.349147 0.014792 -0.125457 0.018213
d30035 RUPsc 2459130.93275218 4381.619400 0.031506 -0.362368 0.034193 0.160610 0.012368 1.068339 0.009602 0.005327 0.154437 0.136554 0.016631 4381.607146 0.064488 0.815987 0.351652 0.399440 0.600560 0.963197 0.507080 0.469950 0.530050 -0.298947 0.021591 -0.511828 0.032113
d30036 RUPsc 2459130.9455227 4381.616823 0.021650 -0.401303 0.026319 0.150485 0.007386 1.060343 0.007812 0.003062 0.150195 0.142761 0.011694 4381.631451 0.068514 0.833351 0.363367 0.472134 0.527866 0.966670 0.533338 0.517832 0.482168 -0.242317 0.018246 -0.436435 0.034039
d30037 RUPsc 2459130.95831972 4381.600607 0.028517 -0.378493 0.033789 0.140894 0.009107 1.051309 0.008625 0.005548 0.143285 0.127148 0.014014 4381.626878 0.071814 0.851377 0.368942 0.522911 0.477089 0.970275 0.495013 0.488363 0.511637 -0.240427 0.018951 -0.209285 0.020275
d30039 RUPsc 2459130.9747265 4381.570632 0.031206 -0.313204 0.029698 0.162171 0.011136 1.047575 0.008158 0.004479 0.123511 0.121536 0.014229 4381.600045 0.047007 0.845280 0.341955 0.477957 0.522043 0.969056 0.538138 0.502096 0.497904 -0.326922 0.015932 -0.374234 0.014358
d30040 RUPsc 2459130.98765724 4381.519846 0.039631 -0.244093 0.029825 0.186871 0.016850 1.061509 0.009810 0.005785 0.118274 0.107712 0.016356 4381.543525 0.022870 0.876346 0.386320 0.411520 0.588480 0.975269 0.536523 0.521160 0.478840 -0.532363 0.030425 0.128949 0.075880
d40043 RUPsc 2459131.63641884 4381.573692 0.035228 -0.462681 0.055101 0.150360 0.012854 1.004401 0.014842 0.011034 0.169104 0.173618 0.025452 4381.574683 0.130482 0.772407 0.338563 0.571260 0.428740 0.954481 0.743538 0.394963 0.605037 0.293479 0.020080 -0.158933 0.024451
d40044 RUPsc 2459131.64916752 4381.579885 0.021856 -0.492667 0.030745 0.131040 0.005944 1.046552 0.008062 0.002735 0.159139 0.154628 0.011930 4381.565547 0.095046 0.787791 0.306085 0.461950 0.538050 0.957558 0.501967 0.471514 0.528486 -0.083351 0.011434 -0.281565 0.043972
d40045 RUPsc 2459131.66193554 4381.546946 0.039379 -0.358498 0.049633 0.145919 0.014554 1.083655 0.011754 0.012910 0.152154 0.121003 0.020647 4381.549318 0.058638 0.810679 0.308860 0.376101 0.623899 0.962136 0.441704 0.449585 0.550415 -0.627406 0.023398 0.317431 0.028232
d40046 RUPsc 2459131.67469849 4381.582717 0.015651 -0.475179 0.023552 0.140527 0.005967 1.068390 0.005746 0.001561 0.161877 0.156666 0.010225 4381.588996 0.079643 0.795328 0.323941 0.452890 0.547110 0.959066 0.481983 0.518537 0.481463 -0.189800 0.015683 -0.150574 0.039110
d40048 RUPsc 2459131.6904976 4381.622045 0.011088 -0.480395 0.016662 0.141565 0.003849 1.059497 0.004235 0.001053 0.159609 0.160896 0.007091 4381.621445 0.083341 0.790824 0.319705 0.512745 0.487255 0.958165 0.474717 0.489461 0.510539 -0.084119 0.023942 -0.430590 0.022830
d40049 RUPsc 2459131.70319743 4381.840920 0.264018 -1.003730 0.504298 0.423238 0.283886 1.560195 0.432794 1.420880 -0.591413 0.682516 0.571984 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d40050 RUPsc 2459131.7159495 4381.614265 0.016390 -0.427382 0.021395 0.164342 0.006499 1.074397 0.006108 0.001882 0.165822 0.163867 0.010454 4381.630485 0.069250 0.809668 0.341026 0.494732 0.505268 0.961934 0.552719 0.512584 0.487416 -0.159287 0.015275 -0.288290 0.017761
d40051 RUPsc 2459131.72870678 4381.606685 0.025679 -0.357642 0.028101 0.161302 0.009363 1.062385 0.008112 0.003071 0.143319 0.136112 0.013297 4381.606331 0.057436 0.843611 0.341817 0.447571 0.552429 0.968722 0.560698 0.528290 0.471710 -0.274529 0.019290 -0.400775 0.048535
d40053 RUPsc 2459131.74463203 4381.587078 0.032284 -0.363309 0.035946 0.201575 0.015707 1.078687 0.012384 0.009984 0.169249 0.170180 0.021433 4381.576079 0.052737 0.869671 0.397326 0.428653 0.571347 0.973934 0.620292 0.505194 0.494806 -0.209215 0.018476 0.057417 0.025198
d40054 RUPsc 2459131.7573342 4381.584507 0.016418 -0.321788 0.017474 0.188369 0.007926 1.066305 0.005523 0.000996 0.142827 0.142492 0.009788 4381.586009 0.042024 0.875762 0.426438 0.499055 0.500945 0.975152 0.579051 0.479225 0.520775 -0.169039 0.014902 -0.370105 0.021312
d40055 RUPsc 2459131.77012887 4381.543011 0.036899 -0.319631 0.034830 0.201460 0.016754 1.072555 0.011147 0.004839 0.154211 0.150490 0.020629 4381.527289 0.042936 0.881666 0.431346 0.432421 0.567579 0.976333 0.611909 0.452305 0.547695 -0.079553 0.026577 0.282660 0.030397
d40056 RUPsc 2459131.78275824 4381.513579 0.018649 -0.265882 0.015086 0.203223 0.009233 1.052772 0.005338 0.001019 0.131813 0.128652 0.009351 4381.487848 0.040065 0.900422 0.454229 0.412163 0.587837 0.980084 0.643885 0.480301 0.519699 -0.192888 0.012605 -0.249028 0.020123
d40057 RUPsc 2459131.79546537 4381.417912 0.019023 -0.271765 0.015823 0.232571 0.010867 1.065530 0.005710 0.001134 0.140883 0.148687 0.011100 4381.452388 0.024515 0.894614 0.501462 0.564489 0.435511 0.978923 0.758202 0.562286 0.437714 0.022031 0.014734 -0.289884 0.020850
d40059 RUPsc 2459131.81149018 4381.330228 0.029796 -0.276935 0.026001 0.226327 0.016925 1.073997 0.009419 0.008014 0.142740 0.146285 0.017558 4381.308720 0.018649 0.883881 0.387831 0.476242 0.523758 0.976776 0.699524 0.504287 0.495713 0.055996 0.012557 0.078943 0.066650
d40060 RUPsc 2459131.82512342 4381.296628 0.029276 -0.301645 0.027737 0.217076 0.015288 1.080300 0.010227 0.006782 0.151454 0.151934 0.017597 4381.316775 0.026176 0.892937 0.419140 0.578841 0.421159 0.978587 0.670498 0.515453 0.484547 0.285483 0.020868 0.150069 0.034034
d40061 RUPsc 2459131.83859125 4381.271286 0.029905 -0.301255 0.028140 0.191025 0.012864 1.069082 0.009658 0.005722 0.133522 0.134929 0.015537 4381.246408 0.026893 0.900318 0.395076 0.438640 0.561360 0.980064 0.572172 0.460996 0.539004 -0.069566 0.013047 -0.158520 0.016948
d40062 RUPsc 2459131.85145885 4381.269403 0.030943 -0.323784 0.030736 0.188194 0.013290 1.080116 0.010440 0.008699 0.139292 0.141410 0.016731 4381.255860 0.024566 0.881939 0.387085 0.509989 0.490011 0.976388 0.560226 0.536844 0.463156 -0.040630 0.018543 -0.100908 0.030662
d40064 RUPsc 2459131.86731123 4381.263269 0.029220 -0.380852 0.035590 0.162734 0.011653 1.078979 0.010512 0.006736 0.136410 0.143983 0.016951 4381.240690 0.033743 0.870393 0.332026 0.442032 0.557968 0.974079 0.544004 0.466038 0.533962 -0.117619 0.010386 -0.250126 0.025330
d40065 RUPsc 2459131.88021763 4381.282146 0.024809 -0.382546 0.028560 0.148325 0.007924 1.067904 0.008435 0.006514 0.132766 0.133185 0.012227 4381.285116 0.046490 0.844497 0.316416 0.512044 0.487956 0.968899 0.487963 0.469071 0.530929 0.026909 0.014227 -0.214750 0.017417
d40066 RUPsc 2459131.89316784 4381.297703 0.026520 -0.411149 0.032154 0.136823 0.007686 1.068392 0.008936 0.011164 0.130083 0.131983 0.012709 4381.300042 0.045674 0.841052 0.332445 0.525938 0.474062 0.968210 0.448479 0.505715 0.494285 0.118515 0.016977 -0.454233 0.030725
d40067 RUPsc 2459131.90621044 4381.320329 0.022690 -0.429043 0.031306 0.142513 0.008420 1.069677 0.008565 0.006120 0.139634 0.143282 0.013453 4381.312901 0.054968 0.831420 0.309775 0.461668 0.538332 0.966284 0.498213 0.501580 0.498420 -0.003645 0.016985 -0.450818 0.011594
d40069 RUPsc 2459131.92217231 4381.356607 0.014552 -0.445056 0.019921 0.134414 0.004877 1.063140 0.005026 0.001922 0.142327 0.141045 0.008127 4381.353266 0.064691 0.813423 0.295988 0.479689 0.520311 0.962685 0.464887 0.529255 0.470745 0.022003 0.017925 -0.026884 0.024702
d40070 RUPsc 2459131.93490159 4381.384449 0.014009 -0.482886 0.021342 0.126234 0.004287 1.070701 0.005035 0.001821 0.141781 0.142706 0.007954 4381.371768 0.064035 0.803191 0.288366 0.458204 0.541796 0.960638 0.424002 0.444260 0.555740 -0.272825 0.018115 -0.208916 0.009752
d40071 RUPsc 2459131.94767928 4381.428732 0.033440 -0.433823 0.049248 0.132690 0.010563 1.032558 0.013669 0.011964 0.144675 0.139742 0.019375 4381.436754 0.088759 0.799491 0.335894 0.577099 0.422901 0.959898 0.479112 0.523820 0.476180 0.291550 0.015200 -0.240299 0.039044
d40072 RUPsc 2459131.96032798 4381.458993 nan -22.329589 nan 4.220760 nan 23.118917 nan 0.194643 0.034783 10.218656 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
d40074 RUPsc 2459131.97637248 4381.456861 0.018920 -0.419094 0.022503 0.138926 0.006902 1.061077 0.007042 0.003817 0.139205 0.137542 0.010062 4381.487427 0.062760 0.823129 0.307603 0.577405 0.422595 0.964626 0.489417 0.520444 0.479556 0.193544 0.013571 -0.437087 0.027500
d40075 RUPsc 2459131.98902618 4381.475734 0.023582 -0.416347 0.029648 0.143156 0.008483 1.076799 0.008883 0.005038 0.147850 0.138746 0.012854 4381.494468 0.058771 0.808104 0.271072 0.536506 0.463494 0.961621 0.428792 0.514069 0.485931 -0.003027 0.018480 0.343175 0.024442
d40076 RUPsc 2459132.00166123 4381.505903 0.054526 -0.339168 0.057477 0.157595 0.019769 1.071929 0.015464 0.015550 0.138789 0.124992 0.026354 4381.520122 0.047385 0.783349 0.290436 0.527875 0.472125 0.956670 0.463779 0.495185 0.504815 0.083369 0.013132 -0.558625 0.012698
d50042 RUPsc 2459132.62639989 4381.281268 0.030905 -0.322953 0.033821 0.179081 0.014040 1.070353 0.010862 0.007302 0.138747 0.135441 0.017718 4381.250256 0.036143 0.856475 0.333298 0.362475 0.637525 0.971295 0.646034 0.498601 0.501399 -0.029427 0.027501 -0.232929 0.039671
d50043 RUPsc 2459132.63907541 4381.285532 0.029795 -0.338514 0.032704 0.175066 0.013646 1.070483 0.011161 0.012505 0.134309 0.138767 0.017226 4381.246961 0.036247 0.860063 0.300722 0.331185 0.668815 0.972013 0.542065 0.497377 0.502623 -0.107385 0.016399 -0.389587 0.012816
d50044 RUPsc 2459132.65170961 4381.289128 0.031695 -0.326221 0.031443 0.162932 0.011523 1.065830 0.008885 0.007251 0.124823 0.125003 0.014944 4381.265553 0.032604 0.869333 0.320938 0.476808 0.523192 0.973867 0.547001 0.466492 0.533508 0.086027 0.022187 -0.103267 0.020123
d50045 RUPsc 2459132.66438273 4381.283742 0.024054 -0.363751 0.026187 0.150832 0.008452 1.071592 0.008091 0.007607 0.132512 0.128339 0.011708 4381.300696 0.043450 0.869440 0.327753 0.534152 0.465848 0.973888 0.461811 0.532857 0.467143 0.031688 0.023493 -0.029477 0.028599
d50047 RUPsc 2459132.68000888 4381.294997 0.104176 -0.477222 0.143380 0.279667 0.076295 1.194339 0.068631 0.074138 0.267250 0.280107 0.113673 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
